103_ddr 103_epi 104_ddr 104_epi 105_ddr 105_epi 106_ddr 106_epi 107_ddr 107_epi 108_ddr 108_epi 109_ddr 109_epi 110_ddr 110_epi 111_ddr 111_epi 114_ddr 114_epi 115_ddr 115_epi 116_ddr 116_epi 117_ddr 117_epi 118_ddr 118_epi 121_ddr 121_epi 122_ddr 122_epi 123_ddr 123_epi 124_ddr 124_epi 125_ddr 125_epi 126_ddr 126_epi 127_ddr 127_epi 128_ddr 128_epi 129_ddr 129_epi 130_ddr 130_epi 131_ddr 131_epi
123_epi 0.244394618834081 0.266816143497758 0.232062780269058 0.232062780269058 0.22085201793722 0.191704035874439 0.204035874439462 0.205156950672646 0.292600896860987 0.306053811659193 0.301569506726457 0.221973094170404 0.226457399103139 0.229820627802691 0.276905829596413 0.193946188340807 0.179372197309417 0.182735426008969 0.228699551569507 0.229820627802691 0.173766816143498 0.172645739910314 0.243273542600897 0.245515695067265 0.232062780269058 0.233183856502242 0.246636771300448 0.256726457399103 0.272421524663677 0.271300448430493 0.247757847533632 0.246636771300448 0.0280269058295964 0 0.307174887892377 0.234304932735426 0.233183856502242 0.285874439461883 0.2152466367713 0.2847533632287 0.172645739910314 0.213004484304933 0.234304932735426 0.226457399103139 0.255605381165919 0.329596412556054 0.190582959641256 0.189461883408072 0.229820627802691 0.228699551569507
124_ddr 0.246636771300448 0.226457399103139 0.297085201793722 0.297085201793722 0.252242152466368 0.281390134529148 0.269058295964126 0.270179372197309 0.196188340807175 0.192825112107623 0.176008968609865 0.224215246636771 0.278026905829596 0.278026905829596 0.22085201793722 0.267937219730942 0.271300448430493 0.310538116591928 0.278026905829596 0.280269058295964 0.262331838565022 0.261210762331839 0.251121076233184 0.248878923766816 0.234304932735426 0.233183856502242 0.247757847533632 0.2847533632287 0.283632286995516 0.260089686098655 0.289237668161435 0.2847533632287 0.288116591928251 0.307174887892377 0 0.0728699551569507 0.2847533632287 0.244394618834081 0.288116591928251 0.238789237668161 0.261210762331839 0.228699551569507 0.270179372197309 0.238789237668161 0.260089686098655 0.181614349775785 0.262331838565022 0.263452914798206 0.234304932735426 0.233183856502242
124_epi 0.173766816143498 0.20067264573991 0.224215246636771 0.224215246636771 0.239910313901345 0.208520179372197 0.196188340807175 0.197309417040359 0.213004484304933 0.225336322869955 0.233183856502242 0.153587443946188 0.205156950672646 0.205156950672646 0.278026905829596 0.195067264573991 0.198430493273543 0.237668161434978 0.205156950672646 0.207399103139013 0.189461883408072 0.188340807174888 0.178251121076233 0.180493273542601 0.161434977578475 0.160313901345291 0.174887892376682 0.211883408071749 0.210762331838565 0.187219730941704 0.216367713004484 0.211883408071749 0.2152466367713 0.234304932735426 0.0728699551569507 0 0.211883408071749 0.26457399103139 0.2152466367713 0.286995515695067 0.188340807174888 0.23542600896861 0.197309417040359 0.165919282511211 0.187219730941704 0.236547085201794 0.189461883408072 0.190582959641256 0.161434977578475 0.160313901345291
125_ddr 0.225336322869955 0.251121076233184 0.184977578475336 0.184977578475336 0.236547085201794 0.205156950672646 0.209641255605381 0.210762331838565 0.271300448430493 0.27914798206278 0.294843049327354 0.2152466367713 0.155829596412556 0.154708520179372 0.298206278026906 0.217488789237668 0.205156950672646 0.244394618834081 0.155829596412556 0.154708520179372 0.191704035874439 0.190582959641256 0.218609865470852 0.224215246636771 0.209641255605381 0.210762331838565 0.224215246636771 0.261210762331839 0.276905829596413 0.251121076233184 0.199551569506726 0.197309417040359 0.214125560538117 0.233183856502242 0.2847533632287 0.211883408071749 0 0.0560538116591928 0.218609865470852 0.288116591928251 0.190582959641256 0.237668161434978 0.237668161434978 0.207399103139013 0.246636771300448 0.29372197309417 0.209641255605381 0.210762331838565 0.217488789237668 0.216367713004484
125_epi 0.275784753363229 0.253363228699552 0.23542600896861 0.23542600896861 0.227578475336323 0.253363228699552 0.261210762331839 0.262331838565022 0.242152466367713 0.243273542600897 0.243273542600897 0.263452914798206 0.205156950672646 0.201793721973094 0.246636771300448 0.265695067264574 0.251121076233184 0.290358744394619 0.205156950672646 0.204035874439462 0.237668161434978 0.238789237668161 0.26457399103139 0.265695067264574 0.260089686098655 0.261210762331839 0.270179372197309 0.307174887892377 0.327354260089686 0.29932735426009 0.244394618834081 0.244394618834081 0.266816143497758 0.285874439461883 0.244394618834081 0.26457399103139 0.0560538116591928 0 0.266816143497758 0.238789237668161 0.238789237668161 0.207399103139013 0.288116591928251 0.255605381165919 0.292600896860987 0.239910313901345 0.260089686098655 0.258968609865471 0.263452914798206 0.266816143497758
126_ddr 0.216367713004484 0.241031390134529 0.224215246636771 0.223094170403587 0.214125560538117 0.182735426008969 0.188340807174888 0.189461883408072 0.270179372197309 0.286995515695067 0.291479820627803 0.211883408071749 0.214125560538117 0.211883408071749 0.253363228699552 0.170403587443946 0.158071748878924 0.195067264573991 0.210762331838565 0.2152466367713 0.172645739910314 0.169282511210762 0.219730941704036 0.22085201793722 0.20627802690583 0.205156950672646 0.232062780269058 0.266816143497758 0.254484304932735 0.232062780269058 0.224215246636771 0.223094170403587 0.191704035874439 0.2152466367713 0.288116591928251 0.2152466367713 0.218609865470852 0.266816143497758 0 0.0829596412556054 0.169282511210762 0.216367713004484 0.237668161434978 0.202914798206278 0.23542600896861 0.2847533632287 0.164798206278027 0.165919282511211 0.209641255605381 0.209641255605381
126_epi 0.289237668161435 0.266816143497758 0.295964125560538 0.294843049327354 0.225336322869955 0.254484304932735 0.261210762331839 0.262331838565022 0.256726457399103 0.246636771300448 0.226457399103139 0.283632286995516 0.288116591928251 0.285874439461883 0.18609865470852 0.239910313901345 0.229820627802691 0.266816143497758 0.282511210762332 0.286995515695067 0.246636771300448 0.243273542600897 0.291479820627803 0.290358744394619 0.280269058295964 0.27914798206278 0.306053811659193 0.34304932735426 0.326233183856502 0.303811659192825 0.297085201793722 0.295964125560538 0.265695067264574 0.2847533632287 0.238789237668161 0.286995515695067 0.288116591928251 0.238789237668161 0.0829596412556054 0 0.243273542600897 0.208520179372197 0.309417040358744 0.274663677130045 0.307174887892377 0.221973094170404 0.236547085201794 0.237668161434978 0.281390134529148 0.281390134529148
127_ddr 0.211883408071749 0.236547085201794 0.204035874439462 0.204035874439462 0.192825112107623 0.163677130044843 0.153587443946188 0.154708520179372 0.251121076233184 0.270179372197309 0.272421524663677 0.195067264573991 0.184977578475336 0.184977578475336 0.234304932735426 0.151345291479821 0.150224215246637 0.187219730941704 0.183856502242152 0.18609865470852 0.00336322869955157 0 0.198430493273543 0.201793721973094 0.184977578475336 0.183856502242152 0.205156950672646 0.242152466367713 0.253363228699552 0.229820627802691 0.202914798206278 0.204035874439462 0.151345291479821 0.172645739910314 0.261210762331839 0.188340807174888 0.190582959641256 0.238789237668161 0.169282511210762 0.243273542600897 0 0.047085201793722 0.232062780269058 0.197309417040359 0.225336322869955 0.274663677130045 0.147982062780269 0.146860986547085 0.193946188340807 0.195067264573991
127_epi 0.258968609865471 0.230941704035874 0.246636771300448 0.246636771300448 0.180493273542601 0.208520179372197 0.20067264573991 0.201793721973094 0.227578475336323 0.23542600896861 0.23542600896861 0.239910313901345 0.229820627802691 0.229820627802691 0.195067264573991 0.193946188340807 0.195067264573991 0.227578475336323 0.228699551569507 0.230941704035874 0.0482062780269058 0.047085201793722 0.243273542600897 0.244394618834081 0.232062780269058 0.230941704035874 0.25 0.282511210762332 0.295964125560538 0.274663677130045 0.247757847533632 0.248878923766816 0.198430493273543 0.213004484304933 0.228699551569507 0.23542600896861 0.237668161434978 0.207399103139013 0.216367713004484 0.208520179372197 0.047085201793722 0 0.274663677130045 0.244394618834081 0.265695067264574 0.237668161434978 0.190582959641256 0.189461883408072 0.238789237668161 0.242152466367713
128_ddr 0.22085201793722 0.236547085201794 0.243273542600897 0.243273542600897 0.26457399103139 0.233183856502242 0.236547085201794 0.237668161434978 0.245515695067265 0.257847533632287 0.282511210762332 0.20067264573991 0.232062780269058 0.233183856502242 0.323991031390135 0.241031390134529 0.239910313901345 0.229820627802691 0.234304932735426 0.233183856502242 0.233183856502242 0.232062780269058 0.177130044843049 0.188340807174888 0.214125560538117 0.213004484304933 0.205156950672646 0.195067264573991 0.219730941704036 0.227578475336323 0.255605381165919 0.253363228699552 0.239910313901345 0.234304932735426 0.270179372197309 0.197309417040359 0.237668161434978 0.288116591928251 0.237668161434978 0.309417040358744 0.232062780269058 0.274663677130045 0 0.0381165919282511 0.170403587443946 0.255605381165919 0.228699551569507 0.229820627802691 0.172645739910314 0.169282511210762
128_epi 0.18609865470852 0.208520179372197 0.213004484304933 0.213004484304933 0.233183856502242 0.201793721973094 0.202914798206278 0.204035874439462 0.2152466367713 0.227578475336323 0.247757847533632 0.168161434977578 0.201793721973094 0.20067264573991 0.292600896860987 0.209641255605381 0.205156950672646 0.242152466367713 0.201793721973094 0.20067264573991 0.198430493273543 0.197309417040359 0.146860986547085 0.155829596412556 0.182735426008969 0.181614349775785 0.17152466367713 0.208520179372197 0.225336322869955 0.199551569506726 0.22085201793722 0.218609865470852 0.207399103139013 0.226457399103139 0.238789237668161 0.165919282511211 0.207399103139013 0.255605381165919 0.202914798206278 0.274663677130045 0.197309417040359 0.244394618834081 0.0381165919282511 0 0.17152466367713 0.22085201793722 0.196188340807175 0.195067264573991 0.141255605381166 0.140134529147982
129_ddr 0.213004484304933 0.230941704035874 0.253363228699552 0.253363228699552 0.269058295964126 0.237668161434978 0.23542600896861 0.236547085201794 0.239910313901345 0.251121076233184 0.283632286995516 0.204035874439462 0.246636771300448 0.245515695067265 0.316143497757848 0.233183856502242 0.238789237668161 0.233183856502242 0.246636771300448 0.245515695067265 0.224215246636771 0.225336322869955 0.160313901345291 0.164798206278027 0.202914798206278 0.201793721973094 0.210762331838565 0.214125560538117 0.224215246636771 0.227578475336323 0.242152466367713 0.239910313901345 0.261210762331839 0.255605381165919 0.260089686098655 0.187219730941704 0.246636771300448 0.292600896860987 0.23542600896861 0.307174887892377 0.225336322869955 0.265695067264574 0.170403587443946 0.17152466367713 0 0.105381165919283 0.221973094170404 0.22085201793722 0.176008968609865 0.178251121076233
129_epi 0.262331838565022 0.239910313901345 0.302690582959641 0.302690582959641 0.255605381165919 0.2847533632287 0.282511210762332 0.283632286995516 0.197309417040359 0.18609865470852 0.193946188340807 0.251121076233184 0.295964125560538 0.292600896860987 0.226457399103139 0.282511210762332 0.285874439461883 0.325112107623318 0.295964125560538 0.294843049327354 0.273542600896861 0.274663677130045 0.214125560538117 0.214125560538117 0.25 0.248878923766816 0.260089686098655 0.297085201793722 0.302690582959641 0.274663677130045 0.289237668161435 0.286995515695067 0.310538116591928 0.329596412556054 0.181614349775785 0.236547085201794 0.29372197309417 0.239910313901345 0.2847533632287 0.221973094170404 0.274663677130045 0.237668161434978 0.255605381165919 0.22085201793722 0.105381165919283 0 0.271300448430493 0.270179372197309 0.225336322869955 0.227578475336323
130_ddr 0.202914798206278 0.229820627802691 0.211883408071749 0.214125560538117 0.193946188340807 0.162556053811659 0.158071748878924 0.159192825112108 0.245515695067265 0.257847533632287 0.274663677130045 0.197309417040359 0.199551569506726 0.199551569506726 0.241031390134529 0.158071748878924 0.155829596412556 0.192825112107623 0.198430493273543 0.202914798206278 0.149103139013453 0.147982062780269 0.217488789237668 0.22085201793722 0.201793721973094 0.20067264573991 0.202914798206278 0.239910313901345 0.243273542600897 0.216367713004484 0.214125560538117 0.210762331838565 0.17152466367713 0.190582959641256 0.262331838565022 0.189461883408072 0.209641255605381 0.260089686098655 0.164798206278027 0.236547085201794 0.147982062780269 0.190582959641256 0.228699551569507 0.196188340807175 0.221973094170404 0.271300448430493 0 0.00336322869955157 0.20067264573991 0.201793721973094
130_epi 0.199551569506726 0.226457399103139 0.213004484304933 0.213004484304933 0.192825112107623 0.163677130044843 0.155829596412556 0.15695067264574 0.244394618834081 0.258968609865471 0.271300448430493 0.196188340807175 0.198430493273543 0.196188340807175 0.244394618834081 0.159192825112108 0.15695067264574 0.193946188340807 0.195067264573991 0.199551569506726 0.145739910313901 0.146860986547085 0.214125560538117 0.217488789237668 0.20067264573991 0.199551569506726 0.199551569506726 0.236547085201794 0.244394618834081 0.217488789237668 0.210762331838565 0.209641255605381 0.172645739910314 0.189461883408072 0.263452914798206 0.190582959641256 0.210762331838565 0.258968609865471 0.165919282511211 0.237668161434978 0.146860986547085 0.189461883408072 0.229820627802691 0.195067264573991 0.22085201793722 0.270179372197309 0.00336322869955157 0 0.197309417040359 0.20067264573991
131_ddr 0.189461883408072 0.214125560538117 0.221973094170404 0.219730941704036 0.232062780269058 0.202914798206278 0.209641255605381 0.210762331838565 0.210762331838565 0.228699551569507 0.237668161434978 0.162556053811659 0.195067264573991 0.195067264573991 0.291479820627803 0.20627802690583 0.202914798206278 0.239910313901345 0.196188340807175 0.193946188340807 0.192825112107623 0.193946188340807 0.154708520179372 0.158071748878924 0.178251121076233 0.177130044843049 0.162556053811659 0.199551569506726 0.214125560538117 0.188340807174888 0.219730941704036 0.219730941704036 0.210762331838565 0.229820627802691 0.234304932735426 0.161434977578475 0.217488789237668 0.263452914798206 0.209641255605381 0.281390134529148 0.193946188340807 0.238789237668161 0.172645739910314 0.141255605381166 0.176008968609865 0.225336322869955 0.20067264573991 0.197309417040359 0 0.00336322869955157
131_epi 0.189461883408072 0.214125560538117 0.221973094170404 0.219730941704036 0.232062780269058 0.202914798206278 0.208520179372197 0.209641255605381 0.211883408071749 0.229820627802691 0.241031390134529 0.163677130044843 0.195067264573991 0.197309417040359 0.291479820627803 0.20627802690583 0.205156950672646 0.242152466367713 0.198430493273543 0.196188340807175 0.196188340807175 0.195067264573991 0.15695067264574 0.160313901345291 0.177130044843049 0.176008968609865 0.165919282511211 0.202914798206278 0.213004484304933 0.189461883408072 0.221973094170404 0.221973094170404 0.209641255605381 0.228699551569507 0.233183856502242 0.160313901345291 0.216367713004484 0.266816143497758 0.209641255605381 0.281390134529148 0.195067264573991 0.242152466367713 0.169282511210762 0.140134529147982 0.178251121076233 0.227578475336323 0.201793721973094 0.20067264573991 0.00336322869955157 0
