103_ddr 103_epi 104_ddr 104_epi 105_ddr 105_epi 106_ddr 106_epi 107_ddr 107_epi 108_ddr 108_epi 109_ddr 109_epi 110_ddr 110_epi 111_ddr 111_epi 114_ddr 114_epi 115_ddr 115_epi 116_ddr 116_epi 117_ddr 117_epi 118_ddr 118_epi 121_ddr 121_epi 122_ddr 122_epi 123_ddr 123_epi 124_ddr 124_epi 125_ddr 125_epi 126_ddr 126_epi 127_ddr 127_epi 128_ddr 128_epi 129_ddr 129_epi 130_ddr 130_epi 131_ddr 131_epi
115_ddr 0.213004484304933 0.237668161434978 0.202914798206278 0.202914798206278 0.191704035874439 0.162556053811659 0.154708520179372 0.155829596412556 0.25 0.269058295964126 0.271300448430493 0.196188340807175 0.183856502242152 0.183856502242152 0.23542600896861 0.152466367713004 0.151345291479821 0.188340807174888 0.182735426008969 0.184977578475336 0 0.00336322869955157 0.197309417040359 0.20067264573991 0.18609865470852 0.184977578475336 0.204035874439462 0.241031390134529 0.254484304932735 0.228699551569507 0.201793721973094 0.202914798206278 0.154708520179372 0.173766816143498 0.262331838565022 0.189461883408072 0.191704035874439 0.237668161434978 0.172645739910314 0.246636771300448 0.00336322869955157 0.0482062780269058 0.233183856502242 0.198430493273543 0.224215246636771 0.273542600896861 0.149103139013453 0.145739910313901 0.192825112107623 0.196188340807175
115_epi 0.211883408071749 0.236547085201794 0.204035874439462 0.204035874439462 0.192825112107623 0.163677130044843 0.153587443946188 0.154708520179372 0.251121076233184 0.270179372197309 0.272421524663677 0.195067264573991 0.184977578475336 0.184977578475336 0.234304932735426 0.151345291479821 0.150224215246637 0.187219730941704 0.183856502242152 0.18609865470852 0.00336322869955157 0 0.198430493273543 0.201793721973094 0.184977578475336 0.183856502242152 0.205156950672646 0.242152466367713 0.253363228699552 0.229820627802691 0.202914798206278 0.204035874439462 0.151345291479821 0.172645739910314 0.261210762331839 0.188340807174888 0.190582959641256 0.238789237668161 0.169282511210762 0.243273542600897 0 0.047085201793722 0.232062780269058 0.197309417040359 0.225336322869955 0.274663677130045 0.147982062780269 0.146860986547085 0.193946188340807 0.195067264573991
116_ddr 0.202914798206278 0.225336322869955 0.224215246636771 0.221973094170404 0.247757847533632 0.218609865470852 0.233183856502242 0.234304932735426 0.227578475336323 0.242152466367713 0.255605381165919 0.180493273542601 0.204035874439462 0.204035874439462 0.303811659192825 0.218609865470852 0.217488789237668 0.25 0.204035874439462 0.202914798206278 0.197309417040359 0.198430493273543 0 0.023542600896861 0.177130044843049 0.176008968609865 0.197309417040359 0.232062780269058 0.238789237668161 0.216367713004484 0.22085201793722 0.22085201793722 0.226457399103139 0.243273542600897 0.251121076233184 0.178251121076233 0.218609865470852 0.26457399103139 0.219730941704036 0.291479820627803 0.198430493273543 0.243273542600897 0.177130044843049 0.146860986547085 0.160313901345291 0.214125560538117 0.217488789237668 0.214125560538117 0.154708520179372 0.15695067264574
116_epi 0.202914798206278 0.227578475336323 0.229820627802691 0.227578475336323 0.246636771300448 0.221973094170404 0.237668161434978 0.238789237668161 0.230941704035874 0.244394618834081 0.254484304932735 0.183856502242152 0.210762331838565 0.210762331838565 0.302690582959641 0.221973094170404 0.22085201793722 0.253363228699552 0.210762331838565 0.209641255605381 0.20067264573991 0.201793721973094 0.023542600896861 0 0.180493273542601 0.179372197309417 0.198430493273543 0.233183856502242 0.239910313901345 0.2152466367713 0.226457399103139 0.226457399103139 0.228699551569507 0.245515695067265 0.248878923766816 0.180493273542601 0.224215246636771 0.265695067264574 0.22085201793722 0.290358744394619 0.201793721973094 0.244394618834081 0.188340807174888 0.155829596412556 0.164798206278027 0.214125560538117 0.22085201793722 0.217488789237668 0.158071748878924 0.160313901345291
117_ddr 0.192825112107623 0.217488789237668 0.214125560538117 0.213004484304933 0.238789237668161 0.209641255605381 0.210762331838565 0.211883408071749 0.224215246636771 0.238789237668161 0.246636771300448 0.169282511210762 0.213004484304933 0.211883408071749 0.289237668161435 0.20627802690583 0.205156950672646 0.244394618834081 0.2152466367713 0.214125560538117 0.18609865470852 0.184977578475336 0.177130044843049 0.180493273542601 0 0.00336322869955157 0.181614349775785 0.218609865470852 0.210762331838565 0.18609865470852 0.216367713004484 0.216367713004484 0.213004484304933 0.232062780269058 0.234304932735426 0.161434977578475 0.209641255605381 0.260089686098655 0.20627802690583 0.280269058295964 0.184977578475336 0.232062780269058 0.214125560538117 0.182735426008969 0.202914798206278 0.25 0.201793721973094 0.20067264573991 0.178251121076233 0.177130044843049
117_epi 0.191704035874439 0.216367713004484 0.2152466367713 0.211883408071749 0.237668161434978 0.208520179372197 0.209641255605381 0.210762331838565 0.223094170403587 0.237668161434978 0.247757847533632 0.170403587443946 0.211883408071749 0.210762331838565 0.290358744394619 0.207399103139013 0.204035874439462 0.243273542600897 0.214125560538117 0.213004484304933 0.184977578475336 0.183856502242152 0.176008968609865 0.179372197309417 0.00336322869955157 0 0.180493273542601 0.217488789237668 0.211883408071749 0.184977578475336 0.2152466367713 0.2152466367713 0.214125560538117 0.233183856502242 0.233183856502242 0.160313901345291 0.210762331838565 0.261210762331839 0.205156950672646 0.27914798206278 0.183856502242152 0.230941704035874 0.213004484304933 0.181614349775785 0.201793721973094 0.248878923766816 0.20067264573991 0.199551569506726 0.177130044843049 0.176008968609865
118_ddr 0.201793721973094 0.226457399103139 0.232062780269058 0.229820627802691 0.254484304932735 0.225336322869955 0.210762331838565 0.211883408071749 0.233183856502242 0.247757847533632 0.253363228699552 0.178251121076233 0.217488789237668 0.216367713004484 0.312780269058296 0.227578475336323 0.221973094170404 0.261210762331839 0.217488789237668 0.216367713004484 0.204035874439462 0.205156950672646 0.197309417040359 0.198430493273543 0.181614349775785 0.180493273542601 0 0.0369955156950673 0.191704035874439 0.168161434977578 0.226457399103139 0.228699551569507 0.227578475336323 0.246636771300448 0.247757847533632 0.174887892376682 0.224215246636771 0.270179372197309 0.232062780269058 0.306053811659193 0.205156950672646 0.25 0.205156950672646 0.17152466367713 0.210762331838565 0.260089686098655 0.202914798206278 0.199551569506726 0.162556053811659 0.165919282511211
118_epi 0.238789237668161 0.256726457399103 0.266816143497758 0.26457399103139 0.291479820627803 0.262331838565022 0.247757847533632 0.248878923766816 0.270179372197309 0.282511210762332 0.290358744394619 0.213004484304933 0.254484304932735 0.253363228699552 0.349775784753363 0.26457399103139 0.258968609865471 0.248878923766816 0.254484304932735 0.253363228699552 0.241031390134529 0.242152466367713 0.232062780269058 0.233183856502242 0.218609865470852 0.217488789237668 0.0369955156950673 0 0.190582959641256 0.205156950672646 0.263452914798206 0.265695067264574 0.262331838565022 0.256726457399103 0.2847533632287 0.211883408071749 0.261210762331839 0.307174887892377 0.266816143497758 0.34304932735426 0.242152466367713 0.282511210762332 0.195067264573991 0.208520179372197 0.214125560538117 0.297085201793722 0.239910313901345 0.236547085201794 0.199551569506726 0.202914798206278
121_ddr 0.224215246636771 0.242152466367713 0.26457399103139 0.266816143497758 0.294843049327354 0.263452914798206 0.261210762331839 0.262331838565022 0.290358744394619 0.29932735426009 0.302690582959641 0.22085201793722 0.276905829596413 0.27914798206278 0.34304932735426 0.260089686098655 0.257847533632287 0.256726457399103 0.280269058295964 0.278026905829596 0.254484304932735 0.253363228699552 0.238789237668161 0.239910313901345 0.210762331838565 0.211883408071749 0.191704035874439 0.190582959641256 0 0.0302690582959641 0.256726457399103 0.258968609865471 0.275784753363229 0.272421524663677 0.283632286995516 0.210762331838565 0.276905829596413 0.327354260089686 0.254484304932735 0.326233183856502 0.253363228699552 0.295964125560538 0.219730941704036 0.225336322869955 0.224215246636771 0.302690582959641 0.243273542600897 0.244394618834081 0.214125560538117 0.213004484304933
121_epi 0.201793721973094 0.226457399103139 0.242152466367713 0.242152466367713 0.266816143497758 0.23542600896861 0.234304932735426 0.23542600896861 0.265695067264574 0.276905829596413 0.278026905829596 0.20067264573991 0.25 0.25 0.31390134529148 0.233183856502242 0.230941704035874 0.272421524663677 0.253363228699552 0.251121076233184 0.228699551569507 0.229820627802691 0.216367713004484 0.2152466367713 0.18609865470852 0.184977578475336 0.168161434977578 0.205156950672646 0.0302690582959641 0 0.228699551569507 0.228699551569507 0.252242152466368 0.271300448430493 0.260089686098655 0.187219730941704 0.251121076233184 0.29932735426009 0.232062780269058 0.303811659192825 0.229820627802691 0.274663677130045 0.227578475336323 0.199551569506726 0.227578475336323 0.274663677130045 0.216367713004484 0.217488789237668 0.188340807174888 0.189461883408072
122_ddr 0.228699551569507 0.253363228699552 0.193946188340807 0.190582959641256 0.256726457399103 0.227578475336323 0.221973094170404 0.223094170403587 0.270179372197309 0.283632286995516 0.302690582959641 0.227578475336323 0.187219730941704 0.187219730941704 0.307174887892377 0.224215246636771 0.20627802690583 0.247757847533632 0.188340807174888 0.188340807174888 0.201793721973094 0.202914798206278 0.22085201793722 0.226457399103139 0.216367713004484 0.2152466367713 0.226457399103139 0.263452914798206 0.256726457399103 0.228699551569507 0 0.00448430493273543 0.228699551569507 0.247757847533632 0.289237668161435 0.216367713004484 0.199551569506726 0.244394618834081 0.224215246636771 0.297085201793722 0.202914798206278 0.247757847533632 0.255605381165919 0.22085201793722 0.242152466367713 0.289237668161435 0.214125560538117 0.210762331838565 0.219730941704036 0.221973094170404
122_epi 0.226457399103139 0.253363228699552 0.192825112107623 0.191704035874439 0.257847533632287 0.226457399103139 0.22085201793722 0.221973094170404 0.270179372197309 0.27914798206278 0.304932735426009 0.227578475336323 0.18609865470852 0.18609865470852 0.306053811659193 0.225336322869955 0.20627802690583 0.247757847533632 0.187219730941704 0.187219730941704 0.202914798206278 0.204035874439462 0.22085201793722 0.226457399103139 0.216367713004484 0.2152466367713 0.228699551569507 0.265695067264574 0.258968609865471 0.228699551569507 0.00448430493273543 0 0.227578475336323 0.246636771300448 0.2847533632287 0.211883408071749 0.197309417040359 0.244394618834081 0.223094170403587 0.295964125560538 0.204035874439462 0.248878923766816 0.253363228699552 0.218609865470852 0.239910313901345 0.286995515695067 0.210762331838565 0.209641255605381 0.219730941704036 0.221973094170404
123_ddr 0.225336322869955 0.252242152466368 0.213004484304933 0.2152466367713 0.201793721973094 0.172645739910314 0.184977578475336 0.18609865470852 0.273542600896861 0.289237668161435 0.282511210762332 0.205156950672646 0.207399103139013 0.210762331838565 0.257847533632287 0.174887892376682 0.158071748878924 0.195067264573991 0.209641255605381 0.210762331838565 0.154708520179372 0.151345291479821 0.226457399103139 0.228699551569507 0.213004484304933 0.214125560538117 0.227578475336323 0.262331838565022 0.275784753363229 0.252242152466368 0.228699551569507 0.227578475336323 0 0.0280269058295964 0.288116591928251 0.2152466367713 0.214125560538117 0.266816143497758 0.191704035874439 0.265695067264574 0.151345291479821 0.198430493273543 0.239910313901345 0.207399103139013 0.261210762331839 0.310538116591928 0.17152466367713 0.172645739910314 0.210762331838565 0.209641255605381
